,category_code,brand,price
1413,electronics.smartphone,samsung,229.9
1414,electronics.telephone,texet,8.98
1415,electronics.smartphone,apple,1348.61
1416,electronics.smartphone,samsung,195.06
1417,electronics.smartphone,huawei,164.95
1418,electronics.smartphone,samsung,128.42
1419,electronics.smartphone,samsung,771.94
1420,electronics.clocks,apple,333.08
1421,electronics.smartphone,samsung,128.42
1422,electronics.smartphone,huawei,125.61
1423,electronics.smartphone,xiaomi,189.97
1424,electronics.smartphone,xiaomi,123.53
1425,electronics.smartphone,apple,458.28
1426,appliances.environment.water_heater,ariston,100.34
1427,appliances.iron,galaxy,14.67
1428,electronics.smartphone,samsung,128.42
1429,electronics.video.tv,lg,406.7
1430,electronics.video.tv,yasin,115.75
1431,electronics.smartphone,samsung,172.23
1432,electronics.smartphone,oppo,178.87
1433,computers.desktop,acer,257.38
1434,electronics.audio.headphone,apple,160.57
1435,appliances.iron,polaris,26.05
1436,electronics.video.tv,samsung,559.86
1437,electronics.smartphone,apple,1348.61
1438,electronics.smartphone,samsung,242.63
1439,electronics.smartphone,oppo,178.87
1440,furniture.kitchen.chair,peg-perego,280.57
1441,electronics.smartphone,apple,720.47
1442,electronics.smartphone,apple,1348.61
1443,electronics.smartphone,samsung,172.23
1444,electronics.smartphone,apple,949.47
1445,electronics.smartphone,apple,743.04
1446,electronics.telephone,nokia,23.41
1447,electronics.smartphone,xiaomi,189.97
1448,appliances.environment.vacuum,samsung,108.09
1449,appliances.kitchen.microwave,lg,90.17
1450,electronics.smartphone,xiaomi,211.92
1451,electronics.smartphone,apple,722.4
1452,electronics.smartphone,samsung,128.42
1453,furniture.kitchen.table,komfort-s,39.36
1454,electronics.audio.headphone,apple,188.94
1455,electronics.smartphone,xiaomi,212.08
1456,electronics.telephone,nokia,76.53
1457,electronics.smartphone,apple,949.47
1458,computers.notebook,lenovo,252.23
1459,appliances.environment.vacuum,samsung,99.05
1460,electronics.smartphone,apple,720.47
1461,electronics.smartphone,apple,458.28
1462,electronics.video.tv,samsung,475.91
1463,electronics.smartphone,huawei,127.33
1464,electronics.smartphone,samsung,128.42
1465,electronics.smartphone,apple,1348.61
1466,electronics.smartphone,apple,1671.66
1467,electronics.smartphone,apple,577.89
1468,electronics.smartphone,xiaomi,212.08
1469,electronics.smartphone,apple,928.18
1470,electronics.smartphone,apple,949.47
1471,appliances.kitchen.refrigerators,midea,192.8
1472,electronics.smartphone,samsung,362.29
1473,electronics.smartphone,huawei,266.0
1474,kids.carriage,wingoffly,115.13
1475,electronics.smartphone,oppo,385.83
1476,electronics.audio.headphone,apple,188.94
1477,electronics.smartphone,apple,949.47
1478,electronics.smartphone,apple,1348.61
1479,appliances.environment.water_heater,ariston,194.18
1480,electronics.smartphone,apple,949.47
1481,electronics.smartphone,xiaomi,111.56
1482,electronics.smartphone,xiaomi,220.78
1483,apparel.shoes,respect,93.44
1484,appliances.kitchen.oven,artel,40.72
1485,electronics.smartphone,samsung,128.42
1486,electronics.smartphone,apple,1348.61
1487,electronics.smartphone,apple,775.8
1488,electronics.smartphone,samsung,128.42
1489,electronics.smartphone,samsung,242.63
1490,electronics.video.tv,artel,228.76
1491,electronics.smartphone,apple,1348.61
1492,electronics.smartphone,apple,722.4
1493,electronics.audio.headphone,apple,188.94
1494,electronics.audio.headphone,apple,160.57
1495,computers.peripherals.keyboard,defender,9.24
1496,electronics.smartphone,xiaomi,189.97
1497,furniture.kitchen.chair,chicco,156.48
1498,electronics.smartphone,nokia,94.73
1499,construction.components.faucet,gran-stone,52.31
1500,electronics.smartphone,apple,1583.48
1501,electronics.smartphone,huawei,108.98
1502,electronics.smartphone,samsung,131.53
1503,appliances.kitchen.washer,beko,215.75
1504,electronics.smartphone,xiaomi,94.46
1505,computers.desktop,cougar,231.41
1506,electronics.smartphone,samsung,717.39
1507,electronics.smartphone,samsung,128.42
1508,electronics.smartphone,apple,949.47
1509,electronics.smartphone,apple,722.4
1510,electronics.video.tv,irbis,100.39
1511,electronics.smartphone,apple,1348.61
1512,electronics.audio.headphone,sony,231.41
1513,electronics.audio.headphone,apple,160.57
1514,electronics.smartphone,xiaomi,85.88
1515,electronics.smartphone,oppo,179.12
1516,appliances.kitchen.hood,hansa,102.29
1517,electronics.smartphone,apple,928.18
1518,electronics.smartphone,xiaomi,431.4
1519,furniture.kitchen.chair,chicco,146.7
1520,appliances.kitchen.hob,dauscher,193.03
1521,electronics.smartphone,apple,722.4
1522,appliances.kitchen.oven,artel,42.21
1523,electronics.smartphone,samsung,139.64
1524,electronics.smartphone,apple,458.28
1525,electronics.audio.headphone,elari,55.0
1526,electronics.smartphone,samsung,128.42
1527,appliances.environment.water_heater,ariston,100.34
1528,electronics.smartphone,samsung,771.94
1529,electronics.smartphone,samsung,128.42
1530,electronics.smartphone,samsung,139.64
1531,electronics.smartphone,apple,1558.25
1532,electronics.smartphone,samsung,242.63
1533,appliances.environment.vacuum,bosch,105.02
1534,electronics.smartphone,apple,358.31
1535,electronics.smartphone,apple,949.47
1536,furniture.kitchen.chair,chicco,146.7
1537,electronics.smartphone,apple,722.4
1538,electronics.audio.headphone,elari,55.0
1539,electronics.smartphone,apple,458.28
1540,computers.notebook,asus,385.85
1541,electronics.smartphone,samsung,273.56
1542,appliances.kitchen.refrigerators,atlant,437.33
1543,electronics.audio.subwoofer,pioneer,76.96
1544,electronics.smartphone,samsung,128.42
1545,electronics.smartphone,xiaomi,330.63
1546,electronics.smartphone,samsung,172.23
1547,kids.skates,xiaomi,370.41
1548,appliances.kitchen.washer,lg,406.44
1549,electronics.smartphone,apple,949.47
1550,electronics.smartphone,samsung,139.68
1551,electronics.smartphone,xiaomi,189.97
1552,electronics.smartphone,xiaomi,136.37
1553,auto.accessories.alarm,centurion,82.11
1554,electronics.smartphone,apple,1348.61
1555,electronics.smartphone,apple,1003.63
1556,electronics.smartphone,samsung,193.26
1557,electronics.audio.headphone,apple,160.57
1558,electronics.smartphone,huawei,254.71
1559,appliances.kitchen.mixer,polaris,43.5
1560,electronics.smartphone,huawei,230.93
1561,electronics.smartphone,samsung,172.22
1562,electronics.smartphone,apple,1665.36
1563,electronics.smartphone,huawei,151.99
1564,electronics.smartphone,apple,1583.48
1565,electronics.smartphone,samsung,88.29
1566,appliances.kitchen.washer,artel,93.75
1567,electronics.smartphone,xiaomi,211.92
1568,electronics.smartphone,oppo,128.68
1569,electronics.smartphone,apple,722.4
1570,computers.peripherals.printer,samsung,97.79
1571,electronics.smartphone,samsung,128.42
1572,electronics.smartphone,xiaomi,282.88
1573,electronics.smartphone,samsung,275.25
1574,electronics.smartphone,samsung,128.42
1575,appliances.kitchen.refrigerators,lg,463.07
1576,furniture.bedroom.bed,brw,69.24
1577,electronics.audio.subwoofer,kicx,34.75
1578,electronics.smartphone,samsung,242.63
1579,computers.notebook,hp,334.37
1580,electronics.audio.subwoofer,hertz,84.38
1581,electronics.smartphone,samsung,717.39
1582,electronics.audio.headphone,apple,160.57
1583,electronics.smartphone,samsung,139.68
1584,electronics.smartphone,apple,949.47
1585,electronics.smartphone,samsung,362.29
1586,electronics.smartphone,samsung,128.42
1587,electronics.smartphone,xiaomi,212.08
1588,electronics.audio.headphone,huawei,89.78
1589,electronics.smartphone,apple,722.4
1590,electronics.smartphone,xiaomi,212.08
1591,electronics.smartphone,xiaomi,189.97
1592,electronics.smartphone,samsung,172.23
1593,electronics.smartphone,apple,746.22
1594,electronics.smartphone,samsung,88.29
1595,electronics.audio.subwoofer,hertz,51.48
1596,electronics.smartphone,samsung,211.61
1597,electronics.audio.headphone,xiaomi,22.8
1598,electronics.smartphone,xiaomi,74.39
1599,electronics.smartphone,huawei,266.0
1600,electronics.smartphone,samsung,128.42
1601,electronics.audio.headphone,apple,160.57
1602,electronics.smartphone,apple,1003.63
1603,electronics.smartphone,apple,973.41
1604,electronics.smartphone,xiaomi,189.97
1605,electronics.smartphone,xiaomi,85.88
1606,electronics.audio.headphone,sony,10.24
1607,electronics.smartphone,apple,1337.23
1608,electronics.smartphone,samsung,242.72
1609,electronics.smartphone,apple,1091.33
1610,electronics.smartphone,apple,458.28
1611,electronics.clocks,apple,317.67
1612,electronics.smartphone,samsung,242.63
1613,electronics.clocks,apple,298.6
1614,electronics.smartphone,xiaomi,182.5
1615,apparel.belt,bond,23.17
1616,electronics.smartphone,apple,1003.63
1617,electronics.smartphone,samsung,900.64
1618,electronics.smartphone,samsung,128.42
1619,electronics.clocks,apple,317.67
1620,electronics.video.tv,samsung,369.45
1621,computers.desktop,netechnics,630.62
1622,electronics.telephone,maxvi,7.7
1623,electronics.smartphone,samsung,275.25
1624,electronics.smartphone,apple,722.4
1625,electronics.smartphone,xiaomi,282.88
1626,electronics.smartphone,apple,1091.33
1627,appliances.kitchen.washer,samsung,488.81
1628,electronics.smartphone,apple,1003.63
1629,appliances.kitchen.coffee_machine,philips,592.01
1630,electronics.smartphone,samsung,900.64
1631,electronics.smartphone,samsung,242.63
1632,electronics.smartphone,samsung,172.23
1633,electronics.tablet,huawei,179.9
1634,electronics.smartphone,samsung,362.29
1635,electronics.smartphone,samsung,139.68
1636,electronics.smartphone,sony,462.82
1637,electronics.smartphone,samsung,128.42
1638,electronics.smartphone,xiaomi,282.88
1639,electronics.smartphone,samsung,172.23
1640,electronics.smartphone,samsung,588.92
1641,electronics.smartphone,apple,1003.63
1642,appliances.environment.vacuum,bosch,105.51
1643,electronics.smartphone,samsung,275.25
1644,electronics.smartphone,samsung,128.42
1645,electronics.smartphone,samsung,229.9
1646,electronics.audio.headphone,apple,160.57
1647,electronics.smartphone,apple,591.25
1648,electronics.smartphone,honor,477.49
1649,electronics.smartphone,samsung,242.63
1650,construction.tools.drill,dewalt,150.95
1651,electronics.smartphone,samsung,128.42
1652,appliances.environment.vacuum,samsung,64.02
1653,electronics.smartphone,samsung,242.63
1654,electronics.smartphone,samsung,128.42
1655,electronics.smartphone,samsung,242.63
1656,electronics.smartphone,apple,591.25
1657,electronics.smartphone,apple,1661.09
1658,electronics.audio.headphone,apple,160.57
1659,electronics.smartphone,apple,1558.25
1660,electronics.smartphone,apple,1348.61
1661,electronics.video.tv,haier,180.16
1662,electronics.telephone,texet,43.5
1663,electronics.smartphone,samsung,503.09
1664,electronics.smartphone,samsung,362.29
1665,electronics.smartphone,samsung,128.42
1666,electronics.smartphone,apple,577.89
1667,electronics.smartphone,samsung,170.14
1668,electronics.smartphone,apple,1003.63
1669,furniture.living_room.sofa,rals,307.45
1670,electronics.smartphone,samsung,88.24
1671,electronics.smartphone,samsung,362.29
1672,electronics.smartphone,apple,1348.61
1673,electronics.audio.music_tools.piano,yamaha,159.82
1674,electronics.smartphone,apple,771.45
1675,electronics.smartphone,apple,1013.86
1676,electronics.smartphone,oppo,437.57
1677,electronics.smartphone,samsung,275.25
1678,electronics.telephone,texet,17.45
1679,electronics.smartphone,oppo,128.68
1680,electronics.audio.headphone,apple,188.94
1681,appliances.kitchen.washer,bosch,513.53
1682,electronics.smartphone,apple,577.89
1683,electronics.smartphone,apple,722.4
1684,electronics.smartphone,samsung,172.23
1685,electronics.smartphone,xiaomi,151.1
1686,appliances.kitchen.washer,samsung,321.73
1687,electronics.smartphone,huawei,164.95
1688,accessories.wallet,petek,90.61
1689,electronics.smartphone,apple,949.47
1690,appliances.environment.vacuum,philips,101.93
1691,appliances.kitchen.oven,artel,42.21
1692,electronics.smartphone,samsung,128.42
1693,electronics.smartphone,apple,1243.78
1694,electronics.smartphone,apple,722.4
1695,electronics.smartphone,apple,1348.61
1696,kids.carriage,wingoffly,115.13
1697,electronics.smartphone,samsung,275.25
1698,appliances.iron,elenberg,28.01
1699,electronics.smartphone,apple,1629.04
1700,appliances.environment.water_heater,ariston,112.13
1701,appliances.kitchen.refrigerators,samsung,952.38
1702,electronics.smartphone,samsung,172.23
1703,electronics.smartphone,samsung,362.29
1704,electronics.audio.headphone,apple,160.57
1705,electronics.smartphone,apple,1348.61
1706,electronics.smartphone,samsung,643.23
1707,electronics.smartphone,apple,949.47
1708,electronics.smartphone,apple,949.47
1709,computers.notebook,acer,283.09
1710,electronics.video.tv,haier,180.16
1711,electronics.smartphone,samsung,242.63
1712,appliances.kitchen.microwave,lg,90.17
1713,electronics.smartphone,samsung,128.42
1714,construction.tools.generator,tefal,167.29
1715,computers.notebook,hp,223.92
1716,appliances.environment.vacuum,lg,107.6
1717,electronics.clocks,casio,246.85
1718,electronics.video.tv,samsung,488.8
1719,appliances.kitchen.washer,artel,93.51
1720,electronics.smartphone,apple,749.67
1721,electronics.smartphone,apple,787.5
1722,appliances.sewing_machine,janome,101.93
1723,electronics.smartphone,apple,949.47
1724,electronics.smartphone,apple,722.4
1725,electronics.smartphone,samsung,242.63
1726,electronics.smartphone,apple,1127.06
1727,electronics.video.tv,lg,437.15
1728,furniture.living_room.sofa,rals,307.45
1729,electronics.audio.headphone,sennheiser,43.24
1730,electronics.smartphone,samsung,139.64
1731,appliances.kitchen.washer,midea,121.71
1732,electronics.smartphone,samsung,193.26
1733,electronics.smartphone,apple,949.47
1734,appliances.kitchen.washer,midea,217.79
1735,electronics.smartphone,huawei,125.61
1736,electronics.smartphone,xiaomi,218.54
1737,electronics.clocks,casio,82.37
1738,appliances.sewing_machine,bernina,758.38
1739,electronics.smartphone,samsung,242.63
1740,kids.fmcg.diapers,pampers,3.71
1741,appliances.kitchen.washer,samsung,463.07
1742,electronics.smartphone,samsung,643.23
1743,electronics.clocks,xiaomi,70.79
1744,electronics.smartphone,samsung,242.63
1745,electronics.smartphone,samsung,229.9
1746,electronics.smartphone,samsung,170.14
1747,electronics.smartphone,apple,949.47
1748,electronics.audio.headphone,apple,180.13
1749,appliances.environment.vacuum,samsung,136.17
1750,computers.peripherals.printer,epson,671.55
1751,electronics.smartphone,xiaomi,189.97
1752,electronics.smartphone,oppo,178.87
1753,electronics.smartphone,apple,749.67
1754,computers.desktop,sven,77.2
1755,computers.desktop,hp,686.99
1756,electronics.smartphone,apple,531.26
1757,electronics.smartphone,apple,532.57
1758,electronics.smartphone,samsung,1133.36
1759,electronics.smartphone,samsung,275.25
1760,electronics.smartphone,samsung,275.25
1761,electronics.smartphone,xiaomi,282.88
1762,electronics.smartphone,samsung,771.94
1763,electronics.smartphone,xiaomi,195.37
1764,electronics.smartphone,samsung,88.24
1765,electronics.audio.headphone,xiaomi,22.8
1766,electronics.smartphone,samsung,362.29
1767,electronics.video.tv,artel,146.85
1768,electronics.smartphone,samsung,362.29
1769,electronics.clocks,apple,554.96
1770,electronics.smartphone,samsung,588.92
1771,electronics.smartphone,samsung,360.97
1772,computers.peripherals.printer,epson,174.73
1773,electronics.smartphone,apple,722.4
1774,electronics.smartphone,apple,458.28
1775,electronics.smartphone,apple,1348.61
1776,electronics.smartphone,apple,732.07
1777,appliances.kitchen.refrigerators,haier,283.12
1778,auto.accessories.alarm,starline,139.77
1779,electronics.video.tv,haier,334.6
1780,kids.carriage,belecoo,100.88
1781,appliances.kitchen.washer,lg,373.21
1782,electronics.smartphone,apple,617.52
1783,electronics.audio.headphone,samsung,107.45
1784,appliances.kitchen.washer,artel,93.51
1785,computers.components.cooler,id-cooling,6.18
1786,electronics.smartphone,xiaomi,282.88
1787,electronics.smartphone,huawei,164.84
1788,electronics.smartphone,apple,977.3
1789,electronics.smartphone,samsung,1029.34
1790,electronics.smartphone,blackberry,411.59
1791,appliances.environment.vacuum,samsung,136.17
1792,electronics.smartphone,htc,102.94
1793,electronics.smartphone,oppo,166.41
1794,electronics.smartphone,apple,1661.09
1795,appliances.environment.water_heater,artel,72.74
1796,electronics.smartphone,oppo,128.68
1797,electronics.smartphone,apple,1013.86
1798,apparel.shoes,rieker,85.46
1799,furniture.kitchen.chair,selby,36.01
1800,auto.accessories.videoregister,intego,154.44
1801,electronics.smartphone,huawei,254.71
1802,computers.peripherals.printer,epson,174.73
1803,computers.notebook,lenovo,797.7
1804,electronics.smartphone,apple,465.91
1805,electronics.video.tv,kivi,192.26
1806,electronics.smartphone,samsung,170.14
1807,computers.desktop,cnd,154.42
1808,electronics.clocks,apple,453.16
1809,electronics.smartphone,xiaomi,123.53
1810,electronics.smartphone,samsung,172.22
1811,electronics.smartphone,apple,1052.77
1812,electronics.smartphone,apple,358.31
1813,electronics.smartphone,apple,1672.89
1814,electronics.smartphone,samsung,128.42
1815,electronics.smartphone,samsung,195.06
1816,electronics.smartphone,apple,1337.23
1817,electronics.smartphone,htc,102.94
1818,electronics.smartphone,apple,1558.25
1819,furniture.kitchen.table,brw,114.8
1820,electronics.tablet,apple,823.44
1821,electronics.telephone,jinga,8.97
1822,electronics.smartphone,samsung,242.63
1823,electronics.smartphone,samsung,771.94
1824,electronics.smartphone,samsung,242.63
1825,appliances.kitchen.washer,midea,121.71
1826,electronics.smartphone,samsung,643.23
1827,furniture.bedroom.blanket,ikea,5.12
1828,electronics.smartphone,samsung,563.7
1829,electronics.smartphone,apple,1317.67
1830,computers.notebook,acer,682.09
1831,electronics.smartphone,samsung,128.42
1832,appliances.environment.water_heater,garanterm,95.11
1833,computers.peripherals.printer,hp,181.54
1834,electronics.smartphone,samsung,128.42
1835,electronics.video.tv,haier,154.42
1836,electronics.smartphone,apple,1027.59
1837,electronics.smartphone,samsung,128.42
1838,electronics.smartphone,vivo,308.86
1839,electronics.telephone,jinga,8.97
1840,electronics.smartphone,xiaomi,203.09
1841,electronics.smartphone,samsung,172.23
1842,computers.desktop,sv,157.79
1843,computers.notebook,hp,771.45
1844,electronics.smartphone,apple,358.31
1845,electronics.telephone,prestigio,8.37
1846,electronics.smartphone,apple,722.4
1847,electronics.audio.headphone,apple,180.13
1848,electronics.smartphone,xiaomi,212.08
1849,electronics.smartphone,samsung,717.39
1850,electronics.telephone,panasonic,25.95
1851,electronics.audio.headphone,xiaomi,23.05
1852,electronics.smartphone,apple,458.28
1853,electronics.smartphone,huawei,92.15
1854,electronics.smartphone,apple,732.07
1855,electronics.smartphone,apple,1348.61
1856,computers.desktop,dxracer,241.94
1857,electronics.smartphone,samsung,139.64
1858,electronics.smartphone,apple,732.07
1859,appliances.kitchen.microwave,lg,90.17
1860,electronics.smartphone,huawei,149.28
1861,electronics.smartphone,apple,732.07
1862,electronics.smartphone,apple,1067.98
1863,electronics.smartphone,samsung,172.23
1864,electronics.audio.headphone,apple,208.5
1865,electronics.smartphone,samsung,242.63
1866,electronics.smartphone,samsung,172.22
1867,electronics.smartphone,samsung,362.29
1868,electronics.smartphone,samsung,88.29
1869,appliances.kitchen.washer,midea,102.42
1870,electronics.smartphone,samsung,128.42
1871,electronics.smartphone,apple,949.47
1872,electronics.smartphone,samsung,172.23
1873,appliances.environment.vacuum,lg,100.36
1874,electronics.audio.headphone,jabra,14.45
1875,electronics.smartphone,apple,1337.23
1876,electronics.smartphone,samsung,223.95
1877,electronics.smartphone,samsung,128.42
1878,electronics.smartphone,xiaomi,269.78
1879,appliances.environment.air_heater,ballu,13.87
1880,electronics.smartphone,apple,1348.61
1881,electronics.smartphone,xiaomi,282.88
1882,electronics.smartphone,oppo,501.69
1883,apparel.shoes,nexpero,68.21
1884,appliances.kitchen.microwave,arg,56.6
1885,electronics.video.tv,samsung,369.45
1886,electronics.smartphone,samsung,172.23
1887,electronics.smartphone,apple,928.18
1888,electronics.smartphone,oppo,179.12
1889,electronics.smartphone,apple,1665.36
1890,electronics.smartphone,xiaomi,212.08
1891,electronics.smartphone,samsung,242.63
1892,electronics.smartphone,haier,77.2
1893,computers.components.videocards,asrock,264.13
1894,electronics.telephone,prestigio,8.37
1895,electronics.smartphone,huawei,108.98
1896,electronics.smartphone,samsung,128.42
1897,electronics.smartphone,apple,566.04
1898,electronics.smartphone,samsung,362.29
1899,electronics.smartphone,xiaomi,431.31
1900,electronics.smartphone,apple,722.4
1901,computers.notebook,apple,1402.87
1902,electronics.smartphone,samsung,242.63
1903,electronics.smartphone,samsung,242.63
1904,electronics.smartphone,samsung,229.9
1905,electronics.clocks,apple,317.67
1906,electronics.smartphone,jinga,69.05
1907,electronics.smartphone,xiaomi,212.08
1908,electronics.smartphone,apple,1003.63
1909,construction.tools.welding,hyundai,78.25
1910,construction.tools.drill,ivt,39.02
1911,electronics.smartphone,apple,928.18
1912,electronics.smartphone,samsung,128.42
1913,appliances.kitchen.washer,lg,373.21
1914,electronics.smartphone,samsung,362.29
1915,electronics.smartphone,apple,949.47
1916,auto.accessories.player,pioneer,66.93
1917,electronics.smartphone,oppo,308.45
1918,computers.peripherals.printer,hp,136.17
1919,electronics.smartphone,huawei,266.0
1920,electronics.audio.headphone,samsung,115.78
1921,electronics.smartphone,xiaomi,111.62
1922,appliances.environment.vacuum,bosch,102.94
1923,electronics.clocks,wonlex,46.05
1924,kids.carriage,wingoffly,115.13
1925,electronics.smartphone,oppo,178.87
1926,electronics.smartphone,xiaomi,212.08
1927,electronics.smartphone,apple,949.47
1928,electronics.smartphone,oppo,178.87
1929,electronics.smartphone,samsung,717.39
1930,electronics.smartphone,huawei,108.98
1931,kids.fmcg.diapers,huggies,19.05
1932,electronics.smartphone,samsung,242.63
1933,electronics.smartphone,samsung,128.42
1934,appliances.personal.scales,xiaomi,44.82
1935,electronics.smartphone,apple,1027.44
1936,electronics.smartphone,apple,1661.09
1937,electronics.smartphone,huawei,92.15
1938,electronics.smartphone,samsung,242.72
1939,electronics.smartphone,samsung,88.29
1940,electronics.smartphone,samsung,128.42
1941,apparel.shoes.keds,respect,79.02
1942,appliances.environment.water_heater,ariston,112.13
1943,electronics.smartphone,huawei,164.95
1944,electronics.clocks,apple,308.63
1945,electronics.video.tv,artel,146.85
1946,electronics.smartphone,apple,949.47
1947,electronics.smartphone,oppo,178.87
1948,electronics.smartphone,apple,952.15
1949,electronics.smartphone,apple,722.4
1950,electronics.smartphone,samsung,128.42
1951,electronics.smartphone,samsung,643.23
1952,electronics.smartphone,apple,949.47
1953,appliances.kitchen.kettle,kitfort,59.9
1954,electronics.smartphone,samsung,128.42
1955,electronics.smartphone,apple,2004.17
1956,electronics.video.tv,haier,231.64
1957,electronics.video.tv,artel,146.85
1958,appliances.environment.vacuum,samsung,108.09
1959,electronics.smartphone,samsung,128.42
1960,stationery.cartrige,hp,7.7
1961,computers.notebook,acer,283.09
1962,furniture.living_room.cabinet,stendmebel,94.44
1963,appliances.kitchen.washer,samsung,321.73
1964,electronics.smartphone,samsung,128.42
1965,electronics.smartphone,xiaomi,203.09
1966,electronics.smartphone,samsung,172.22
1967,electronics.smartphone,samsung,128.42
1968,electronics.smartphone,samsung,229.9
1969,appliances.kitchen.mixer,maxwell,10.81
1970,electronics.smartphone,samsung,128.42
1971,electronics.clocks,casio,75.06
1972,electronics.smartphone,tp-link,135.14
1973,electronics.smartphone,xiaomi,308.44
1974,electronics.smartphone,samsung,195.06
1975,electronics.video.tv,samsung,559.86
1976,electronics.audio.headphone,xiaomi,22.8
1977,electronics.audio.headphone,plantronics,31.62
1978,electronics.smartphone,huawei,266.0
1979,electronics.smartphone,apple,722.4
1980,auto.accessories.player,pioneer,166.03
1981,electronics.smartphone,xiaomi,203.09
1982,electronics.audio.headphone,apple,180.13
1983,computers.peripherals.monitor,samsung,172.43
1984,appliances.kitchen.refrigerators,optima,267.88
1985,computers.desktop,lenovo,656.13
1986,computers.notebook,apple,1325.63
1987,electronics.video.tv,artel,228.76
1988,electronics.audio.headphone,huawei,7.7
1989,appliances.environment.air_heater,polaris,42.65
1990,electronics.smartphone,apple,722.4
1991,appliances.kitchen.oven,artel,36.01
1992,electronics.smartphone,samsung,139.68
1993,electronics.smartphone,samsung,362.29
1994,electronics.video.tv,samsung,369.45
1995,electronics.smartphone,samsung,229.9
1996,appliances.kitchen.washer,samsung,398.95
1997,electronics.smartphone,xiaomi,211.92
1998,electronics.telephone,hiper,16.42
1999,electronics.smartphone,apple,1348.61
2000,appliances.kitchen.refrigerators,atlant,275.16
2001,electronics.smartphone,xiaomi,94.7
2002,electronics.smartphone,samsung,88.29
2003,electronics.smartphone,nokia,94.73
2004,computers.desktop,thermaltake,343.9
2005,electronics.smartphone,apple,1243.78
2006,electronics.smartphone,samsung,128.42
2007,electronics.smartphone,apple,949.47
2008,electronics.smartphone,apple,991.4
2009,electronics.smartphone,apple,949.47
2010,electronics.smartphone,xiaomi,212.08
2011,electronics.smartphone,apple,458.28
2012,electronics.audio.headphone,apple,208.5
2013,electronics.smartphone,xiaomi,135.01
2014,construction.tools.generator,tefal,90.07
2015,electronics.smartphone,samsung,242.63
2016,electronics.smartphone,apple,949.47
2017,furniture.kitchen.chair,barneo,99.49
2018,electronics.audio.headphone,apple,188.94
2019,electronics.smartphone,samsung,229.9
2020,electronics.smartphone,samsung,1544.16
2021,electronics.smartphone,samsung,139.68
2022,electronics.smartphone,samsung,211.61
2023,electronics.audio.headphone,apple,160.57
2024,electronics.smartphone,apple,1453.0
2025,electronics.smartphone,samsung,128.42
2026,electronics.smartphone,samsung,172.23
2027,apparel.shoes,ergo,125.36
2028,electronics.smartphone,samsung,128.42
2029,apparel.shoes.keds,fassen,44.79
2030,electronics.smartphone,samsung,362.29
2031,computers.notebook,lenovo,252.23
2032,electronics.smartphone,apple,793.84
2033,electronics.smartphone,meizu,159.26
2034,electronics.smartphone,xiaomi,85.88
2035,electronics.smartphone,apple,1063.06
2036,electronics.audio.headphone,samsung,107.45
2037,appliances.kitchen.washer,samsung,306.05
2038,electronics.smartphone,apple,749.67
2039,electronics.smartphone,apple,465.91
2040,electronics.smartphone,apple,1348.61
2041,electronics.smartphone,samsung,131.53
2042,electronics.smartphone,samsung,170.14
2043,electronics.audio.headphone,samsung,107.45
2044,electronics.smartphone,apple,722.4
2045,appliances.kitchen.kettle,willmark,7.7
2046,electronics.smartphone,apple,1364.0
2047,electronics.smartphone,apple,1348.61
2048,electronics.smartphone,apple,1000.77
2049,electronics.smartphone,samsung,195.06
2050,appliances.kitchen.hob,midea,90.07
2051,electronics.smartphone,apple,949.47
2052,electronics.tablet,samsung,154.16
2053,electronics.smartphone,samsung,242.63
2054,electronics.smartphone,apple,1348.61
2055,furniture.kitchen.chair,zeta,6.41
2056,appliances.kitchen.kettle,elenberg,12.84
2057,computers.peripherals.monitor,acer,203.09
2058,electronics.smartphone,samsung,242.63
2059,electronics.smartphone,apple,722.4
2060,electronics.smartphone,samsung,782.22
2061,electronics.clocks,apple,430.74
2062,sport.bicycle,trek,246.85
2063,computers.notebook,hp,262.3
2064,electronics.audio.headphone,apple,160.57
2065,appliances.iron,tefal,38.1
2066,electronics.smartphone,apple,531.26
2067,electronics.smartphone,apple,949.47
2068,electronics.smartphone,huawei,164.95
2069,electronics.smartphone,apple,722.4
2070,electronics.smartphone,apple,531.26
2071,electronics.smartphone,samsung,1133.36
2072,computers.notebook,hp,262.3
2073,kids.fmcg.diapers,huggies,17.5
2074,electronics.smartphone,samsung,223.95
2075,electronics.smartphone,samsung,139.64
2076,electronics.smartphone,samsung,1029.34
2077,electronics.smartphone,apple,1052.77
2078,electronics.audio.headphone,apple,160.57
2079,electronics.smartphone,samsung,242.63
2080,electronics.smartphone,apple,1348.61
2081,electronics.smartphone,samsung,195.06
2082,electronics.smartphone,apple,1665.36
2083,electronics.smartphone,apple,458.28
2084,electronics.smartphone,xiaomi,267.45
2085,electronics.smartphone,samsung,717.39
2086,appliances.kitchen.washer,beko,180.16
2087,electronics.smartphone,xiaomi,111.62
2088,electronics.audio.microphone,defender,7.59
2089,electronics.smartphone,apple,458.28
2090,electronics.smartphone,apple,591.25
2091,electronics.smartphone,apple,1013.86
2092,electronics.smartphone,huawei,266.0
2093,appliances.kitchen.kettle,elenberg,10.27
2094,electronics.smartphone,apple,531.26
2095,electronics.smartphone,samsung,128.42
2096,kids.skates,xiaomi,367.55
2097,appliances.kitchen.microwave,lg,90.17
